id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
2168,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 남미서 AI 인프라 협력 확대…GPU·클라우드 사업 논의",네이버 남미서 ai 인프라 협력 확대 gpu 클라우드 사업 논의,연합뉴스 한민족센터,연합뉴스 한민족센터,"Tue, 04 Aug 2026 06:29:01 GMT","네이버, 남미서 AI 인프라 협력 확대…GPU·클라우드 사업 논의 연합뉴스 한민족센터",https://news.google.com/rss/articles/CBMidEFVX3lxTE9pNm56QkpTRlRDaG53N3g1Mk9iWXg4X1dtcmY0VjZuTUZJSkxpM0U0a0VibWNOR192OWZZQTZrbmFrWlBoc2gwYmlGQUt6NzVDVlVnRHBpQWNUWDliRDVGUnA2MlJDaEFSV0ppLXI0S1ZoLWN0?oc=5,google_rss_네이버 규제 when:2d,215.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,215.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
3101,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"애플, 오픈AI에 기밀 사용금지 가처분…오픈AI “근거 없는 감정 싸움”",애플 오픈ai에 기밀 사용금지 가처분 오픈ai 근거 없는 감정 싸움,전자신문,전자신문,"Tue, 04 Aug 2026 23:08:52 GMT","애플, 오픈AI에 기밀 사용금지 가처분…오픈AI “근거 없는 감정 싸움” 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9pZ3oxVndJa0FrZ3Q3bXNYZ2xZQkxkaDJESVVFcmNINUVVMHF5RlJLTmNPWkFRWlVrVnZHSTY1Tk11R1g5cTZnVVRXdC0xdw?oc=5,google_rss_오픈AI site:etnews.com when:2d,214.5,42.5,"ai_infrastructure_security,platform_obligation,strategy_mna_governance",ai_infrastructure_security,"애플,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,litigation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,214.5,"strategy_mna_governance,ai_infrastructure_security,platform_obligation",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:litigation,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2989,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"英 AI보안연구소 ""앤스로픽·오픈AI 모델, 사이버 시험서 무단 해킹""",ai보안연구소 앤스로픽 오픈ai 모델 사이버 시험서 무단 해킹,아시아경제,아시아경제,"Wed, 05 Aug 2026 02:36:00 GMT","英 AI보안연구소 ""앤스로픽·오픈AI 모델, 사이버 시험서 무단 해킹"" 아시아경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9nZXpyU0h0a2dzV0FodGljLTVWbEtxcnFwY1hrWS1VdHhDdmszVzRtZXBIbGxZUkd0SmdKT1g3b19QdE5qNmJVaXV6bkNuZmQxa0xRWWkyVnplbWhEQWN6Qw?oc=5,google_rss_오픈AI when:2d,214.0,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,오픈AI,,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,214.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2993,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"애플, 오픈AI에 기밀 사용금지 가처분…오픈AI ""감정싸움"" 반박",애플 오픈ai에 기밀 사용금지 가처분 오픈ai 감정싸움 반박,연합뉴스,연합뉴스,"Tue, 04 Aug 2026 17:31:32 GMT","애플, 오픈AI에 기밀 사용금지 가처분…오픈AI ""감정싸움"" 반박 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBoSzkwNXJjVUNaZEJMZzJOYnRaT1FCenBJcDBxallEZGMtbmJ1RzE4dENaWFd6b25JMENKamp4dk95dlNfVWFfYVUyMWFTNUk5MGZ4TGxYMHA3Zkh0R3RhTdIBYEFVX3lxTFBoSzkwNXJjVUNaZEJMZzJOYnRaT1FCenBJcDBxallEZGMtbmJ1RzE4dENaWFd6b25JMENKamp4dk95dlNfVWFfYVUyMWFTNUk5MGZ4TGxYMHA3Zkh0R3RhTQ?oc=5,google_rss_오픈AI when:2d,213.5,42.5,"ai_infrastructure_security,platform_obligation,strategy_mna_governance",ai_infrastructure_security,"애플,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,litigation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,213.5,"strategy_mna_governance,ai_infrastructure_security,platform_obligation",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:litigation,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
3006,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"애플, 오픈AI에 기밀 사용금지 가처분…전직 직원 유출 공방",애플 오픈ai에 기밀 사용금지 가처분 전직 직원 유출 공방,뉴시스,뉴시스,"Tue, 04 Aug 2026 19:50:24 GMT","애플, 오픈AI에 기밀 사용금지 가처분…전직 직원 유출 공방 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE9ka3ZwTlJpRnM5OGxJNUZfd1ZWbWF4cXdUUV8xV2twS2hZRzhPNHAwNE9sdmg3TlFfTzZ4R05WUHFXSmV4aTNQSWhvVTVXaUdRWDBwRGVtemF1UF9NalBJYXMwWGp3X0hITm53R0NTSHJaZnhLOWNydNIBeEFVX3lxTE9ka3ZwTlJpRnM5OGxJNUZfd1ZWbWF4cXdUUV8xV2twS2hZRzhPNHAwNE9sdmg3TlFfTzZ4R05WUHFXSmV4aTNQSWhvVTVXaUdRWDBwRGVtemF1UF9NalBJYXMwWGp3X0hITm53R0NTSHJaZnhLOWNydA?oc=5,google_rss_오픈AI when:2d,213.0,45.5,"ai_infrastructure_security,platform_obligation,strategy_mna_governance",ai_infrastructure_security,"애플,오픈AI",,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:data_leak,litigation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,213.0,"strategy_mna_governance,ai_infrastructure_security,platform_obligation",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:litigation,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2051,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 남미서 AI 인프라 협력 확대…GPU·클라우드 사업 논의",네이버 남미서 ai 인프라 협력 확대 gpu 클라우드 사업 논의,RadioKorea,RadioKorea,"Tue, 04 Aug 2026 16:19:00 GMT","네이버, 남미서 AI 인프라 협력 확대…GPU·클라우드 사업 논의 RadioKorea",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5wVWpnb1FFNnhGUUtQaUZscEtpRnljZEgyOE9yRUVGRmZEd25yd1o4UFJMYVY0Mmc2SXRoWjdoVUNkZHQ5UTdsejBIMFhSSHR1ek5kcTlRZEQ0dVNnaGVmeTg3eGM?oc=5,google_rss_네이버 when:2d,212.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,212.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
3591,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"[中 하드테크 IPO 빅뱅] ⑳쿤룬신, 독자 AI 생태계로 '엔비디아 도전장'",하드테크 ipo 빅뱅 쿤룬신 독자 ai 생태계로 엔비디아 도전장,뉴스핌,뉴스핌,"Tue, 04 Aug 2026 06:00:00 GMT","[中 하드테크 IPO 빅뱅] ⑳쿤룬신, 독자 AI 생태계로 '엔비디아 도전장' 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE1fYlV2Y1ZMbGd0MGY1UktVRmxkYlZjZ09DMHlqRTQxN0pHUFdURFZHSHZZRFdvbnBWd1R2VVBnSkhzS3J5Mm11c0NmRnFiNGd2eHFoQ2laaFdVNFJ6?oc=5,google_rss_중국 AI when:2d,212.5,21.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,direct_risk,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,global_platform_or_overseas_rule,Y,global,212.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:하드테크 ipo 빅뱅 쿤룬신 독자 ai 생태계로 엔비디아 도전장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:하드테크 ipo 빅뱅 쿤룬신 독자 ai 생태계로 엔비디아 도전장,comp_overseas_regulation_data,,,
3064,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI와 앤트로픽이 상장 직후 기업가치 1조 달러 달성할 수 있는 이유,오픈ai와 앤트로픽이 상장 직후 기업가치 1조 달러 달성할 수 있는 이유,v.daum.net,v.daum.net,"Mon, 03 Aug 2026 22:02:59 GMT",오픈AI와 앤트로픽이 상장 직후 기업가치 1조 달러 달성할 수 있는 이유 v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1DUjJxNV9MVHdxcDVWRi1MN3lyb0tabmtURTFRV25mQ0ZnNnRMTUtoOWdLSGlhYXhLWWtiS05iM21nYVRFdEFtbVNJVVUzZV9vVWt5eg?oc=5,google_rss_오픈AI AI when:2d,212.0,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,212.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,self_filler_reference,,,
2865,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글·앤트로픽·구겐하임 … AI와 인간·기업 '공존 해법' 모색,구글 앤트로픽 구겐하임 ai와 인간 기업 공존 해법 모색,매일경제,매일경제,"Wed, 05 Aug 2026 00:20:32 GMT",구글·앤트로픽·구겐하임 … AI와 인간·기업 '공존 해법' 모색 매일경제,https://news.google.com/rss/articles/CBMiTkFVX3lxTE94M05pLThmQjRodUFqUEpnRW1FanN3T1hDeEt0TlMtamh3RlVjWjYwOGZ2T0VrVmpZdXZhUEN4TGRNSHJONk1ROFBWeGVqZw?oc=5,google_rss_구글 when:2d,211.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,211.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,comp_overseas_platform_ai,,,
3028,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"영국 ""오픈AI·앤스로픽 AI가 스스로 해킹"" 경고",영국 오픈ai 앤스로픽 ai가 스스로 해킹 경고,네이트,네이트,"Tue, 04 Aug 2026 22:43:00 GMT","영국 ""오픈AI·앤스로픽 AI가 스스로 해킹"" 경고 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5ZeUpsbVhENFFlNGpGWUdyLUVxbngzRWRJNm05U0xORDlXdmZtRnhOcDl2MUNBUFktMGhIcmcyTVd4Q1NOeHg3N2tzWUcySnZ1MFhwZXJFZXRZMHNUTkFvcA?oc=5,google_rss_오픈AI when:2d,211.0,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,오픈AI,,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,211.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2086,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 AI풀스택 역량 '엄지척'… AIDC 등 남미 수출 물꼬,네이버 ai풀스택 역량 엄지척 aidc 등 남미 수출 물꼬,파이낸셜뉴스,파이낸셜뉴스,"Tue, 04 Aug 2026 09:28:18 GMT",네이버 AI풀스택 역량 '엄지척'… AIDC 등 남미 수출 물꼬 파이낸셜뉴스,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9senl3NkJQV0FPWGZtUkZfUmNDU0Z0TWZNR3d0MTRMeDlfTkxDM1NIMXFXZ2ZTTW9TY2xFUHJkOWZEUHBHOXh2amVja2duamtjU1dVa1RxNk5IQQ?oc=5,google_rss_네이버 when:2d,211.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,211.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
3106,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"애플, 오픈AI에 기밀 사용금지 가처분…오픈AI ""감정싸움"" 반박",애플 오픈ai에 기밀 사용금지 가처분 오픈ai 감정싸움 반박,매일경제 마켓,매일경제 마켓,"Tue, 04 Aug 2026 17:31:32 GMT","애플, 오픈AI에 기밀 사용금지 가처분…오픈AI ""감정싸움"" 반박 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE85anNMY1lUVkQteEIzZnZDaTNPUEw3SHBmVk9QdFhiTE1BUWhQOEg2VWVPNmpQZmRKdEJxdG1vdU5NZnhaTEV4cDR1M2tFVHNZdEE?oc=5,google_rss_오픈AI site:mk.co.kr when:2d,209.5,42.5,"ai_infrastructure_security,platform_obligation,strategy_mna_governance",ai_infrastructure_security,"애플,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,litigation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,209.5,"strategy_mna_governance,ai_infrastructure_security,platform_obligation",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:litigation,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
3085,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"영국 ""오픈AI·앤스로픽 AI가 스스로 해킹"" 경고",영국 오픈ai 앤스로픽 ai가 스스로 해킹 경고,edaily.co.kr,이데일리,"Tue, 04 Aug 2026 22:41:07 GMT","영국 ""오픈AI·앤스로픽 AI가 스스로 해킹"" 경고 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxNSkxMeHZac1R6akFVaVV1cjNGdWNqZkxqdVotYmV6VWdSdlNYblQzSnZLN0NzdUY4eHZLbjgwSmF5dHltdTZzckRzX0hsLTBpX24wY0lOX1NjVjVWbHdZakVOLW1OOEozaWxzZ19Oc2FhdHd4bXhtTVM0Zk9xaU5Mdg?oc=5,google_rss_오픈AI 조사 when:2d,209.0,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,오픈AI,,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,209.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2976,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, 위즈 320억 달러 인수 추진…클라우드 보안 패권 경쟁 가속",구글 위즈 320억 달러 인수 추진 클라우드 보안 패권 경쟁 가속,유스연합,유스연합,"Tue, 04 Aug 2026 21:17:28 GMT","구글, 위즈 320억 달러 인수 추진…클라우드 보안 패권 경쟁 가속 유스연합",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBGakEzbkhvOHdCSG9rTjBIcms4QTB6ZEM4cS1UN01Sb25TcFBCNVpzZVd0cjJqa0w5NWk2OFB3NVp1ZE1WYVlrWnJPdTRVSkZaSFE?oc=5,google_rss_구글 규제 when:2d,209.0,45.5,"phishing_security,privacy_security_reliability,strategy_mna_governance",security_general,구글,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,209.0,"privacy_security_reliability,strategy_mna_governance",competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:announcement,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:mna_capital:google:mna_capital,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:mna_capital:google:mna_capital,government_ai_core_policy,,,
2926,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글 딥마인드, 로봇 지휘하는 '두뇌' AI '제미나이 로보틱스 ER 2' 공개...영상 보며 작업 진행 스스로 확인하고 여러 로봇 협업까지...사람 다가오면 멈추는 안전 기능도 강화",구글 딥마인드 로봇 지휘하는 두뇌 ai 제미나이 로보틱스 er 2 공개 영상 보며 작업 진행 스스로 확인하고 여러 로봇 협업까지 사람 다가오면 멈추는 안전 기능도 강화,한국정보기술진흥원,한국정보기술진흥원,"Tue, 04 Aug 2026 04:28:08 GMT","구글 딥마인드, 로봇 지휘하는 '두뇌' AI '제미나이 로보틱스 ER 2' 공개...영상 보며 작업 진행 스스로 확인하고 여러 로봇 협업까지...사람 다가오면 멈추는 안전 기능도 강화 한국정보기술진흥원",https://news.google.com/rss/articles/CBMiQEFVX3lxTE51QUNadmNoNEFjeFl5SFNvZkt2UUMzN0h5b3lMZW5xbkVCc2d5Znp0cW5xWUw3RGJlTmpHQWwxdFU?oc=5,google_rss_구글 when:2d,205.5,56.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,구글,,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:google:platform_content_moderation_obligation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,205.5,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:google:platform_content_moderation_obligation:announcement,global_incident:platform_regulation:google:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:google:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:google:platform_content_moderation_obligation,comp_overseas_platform_ai,,,
