id,기사제목,언론사,검색어,원카테고리,Gemini카테고리,Gemini내부카테고리,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini이슈패밀리,Gemini이슈그룹,Gemini중요도,Gemini대외협력중요도,Gemini관련도,Gemini관련성,Gemini정책영향경로,Gemini경쟁시사점,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,랭킹점수,코드힌트
3050,"[AI 규제] AI 챗봇이 써준 문서, 함부로 썼다간 ‚AI산‘ 표시 영원히 못 지운다",녹색경제신문,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,,GOV_AI_CORE_POLICY,COMP_GENERAL_LOW_RELEVANCE,other,government_ai_core_policy,government_ai_core_policy:ai 규제 ai 챗봇이 써준 문서 함부로 썼다간 ai산 표시 영원히 못 지운다,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,121.5,general
2812,"메타엠·노타, 차세대 AICC 공동 개발… AI 에이전트 상담체계 구축 - 조선비즈",Chosunbiz,메타,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_OVERSEAS_PLATFORM_AI,overseas,comp_overseas_platform_ai,comp_overseas_platform_ai:메타엠 노타 차세대 aicc 공동 개발 ai 에이전트 상담체계 구축,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,120.5,general
3273,"AI 인프라, 데이터센터 넘어 산업 현장으로…반도체·광통신 투자 동시 가속",한국면세뉴스,인공지능 산업 동향,산업동향,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,,OFF_TOPIC,,other,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,4,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,120.0,general
2794,"＂으악, 내 계정이＂ 날벼락…메타, 대규모 차단 이유 [글로벌 pick]",한국경제TV,메타,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:으악 내 계정이 날벼락 메타 대규모 차단 이유 글로벌 pick,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,119.5,general
2757,"한화생명, 전 직원에 ‘M365 코파일럿’ 도입…AI 업무혁신 본격화",서울경제,MS,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_OVERSEAS_PLATFORM_AI,overseas,comp_overseas_platform_ai,comp_overseas_platform_ai:한화생명 전 직원에 m365 코파일럿 도입 ai 업무혁신 본격화,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,119.5,general
2415,"[외신 헤드라인] 구글, 3주만에 제미나이 3.7 플래시 공개",v.daum.net,구글,경쟁사_해외이슈,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,self_filler_reference,self_filler_reference:외신 헤드라인 구글 3주만에 제미나이 3 7 플래시 공개,4,2,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,119.5,general
2456,"""또 플래시?"" 구글, 3주 만에 제미나이 플래시 3.7 공개…프로는 무소식",네이트,구글,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_OVERSEAS_PLATFORM_AI,overseas,comp_overseas_platform_ai,comp_overseas_platform_ai:또 플래시 구글 3주 만에 제미나이 플래시 3 7 공개 프로는 무소식,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,119.5,general
2077,"KT, 충청 U대회 ICT 책임진다…공식 파트너 참여",v.daum.net,KT,경쟁사_해외이슈,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,domestic,self_filler_reference,self_filler_reference:kt 충청 u대회 ict 책임진다 공식 파트너 참여,2,2,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local,119.5,general
3049,[기획진단] 규제에 갇힌 축산업과 시장개방의 역설… 축산물 가격 안정 '요원’,팜인사이트,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:기획진단 규제에 갇힌 축산업과 시장개방의 역설 축산물 가격 안정 요원,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,118.0,general
232,"'기술은행' 상징인 사내 행사 날에…카카오뱅크 노조, 14일 2차 파업",네이트,카카오톡,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,117.4,direct_self_risk
231,"카카오뱅크 노조, 14일 두 번째 전일 파업…""요구 관철까지 행동 이어갈 것""",네이트,카카오톡,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,117.4,direct_self_risk
3045,[오늘의 브릿지경제 1면] 이제 포장도 ‘수출 스펙’ ⋯ EU ‘포장규제’ 시행에 수출 기업 ’비상‘,브릿지경제,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:오늘의 브릿지경제 1면 이제 포장도 수출 스펙 eu 포장규제 시행에 수출 기업 비상,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,116.0,general
2931,아이폰 울트라 공급 부족…국가별 순차 출시될까,지디넷코리아,애플,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:아이폰 울트라 공급 부족 국가별 순차 출시될까,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,115.0,general
121,"두번째 파업 나서는 카카오뱅크 노조, '강도 높은 쟁의행위 준비 중'",테크M,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,114.8,direct_self_risk
131,"카카오뱅크 노조, 보름만 추가 파업…성과보상 개선 요구",싱글리스트,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,114.8,direct_self_risk
103,"파업했지만 회사 돌아갔던 카카오…노조 내부서도 ""사실상 완패"" [지금이뉴스]",YTN,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,114.8,direct_self_risk
106,네이버 노조發 ‘통합교섭’ IT업계 흔드나…카카오 노조도 관심,쿠키뉴스,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,COMP_DOMESTIC_STRATEGY,domestic,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,114.8,direct_self_risk
111,"네이버·카카오 직원들, 왜 뿔났나...판교 IT밸리에 부는 '노조 바람'",인사이트코리아,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,COMP_DOMESTIC_STRATEGY,domestic,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,114.8,direct_self_risk
2801,"비트코인 재무회사 메타플래닛, 130만 달러 규모 사모 채무 판매와 함께 비트본즈 공개",CoinDesk,메타,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:비트코인 재무회사 메타플래닛 130만 달러 규모 사모 채무 판매와 함께 비트본즈 공개,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,114.5,general
2877,"""으악, 내 계정이"" 날벼락…메타, 대규모 차단 이유 [글로벌 pick]",네이트,메타,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:으악 내 계정이 날벼락 메타 대규모 차단 이유 글로벌 pick,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,114.5,general
2782,메타 아시아태평양 부사장 “AI·크리에이터로 ‘소셜커머스’ 키울 것… AI 투자 이미 성과” - 조선비즈,Chosunbiz,메타,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_OVERSEAS_PLATFORM_AI,overseas,comp_overseas_platform_ai,comp_overseas_platform_ai:메타 아시아태평양 부사장 ai 크리에이터로 소셜커머스 키울 것 ai 투자 이미 성과,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,114.5,general
2823,"美 29개 주, 메타 ‘청소년 SNS 중독’ 책임 묻는다…무한 스크롤·추천 알고리즘도 쟁점",파이낸스투데이,메타,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,global_incident:platform_regulation:meta:platform_self_preferencing,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,114.5,general
3038,EU 'PPWR' 규제 시행...포장재 재사용·재활용 기준 강화,뉴스;트리,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:eu ppwr 규제 시행 포장재 재사용 재활용 기준 강화,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,114.5,general
3043,"무보, EU 탄소규제 맞춤형 금융 지원…현지법인 유동성 공급 물꼬",메트로신문,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:무보 eu 탄소규제 맞춤형 금융 지원 현지법인 유동성 공급 물꼬,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,114.5,general
2750,"한화생명, 전 직원에 'M365 코파일럿' 도입…AI 업무혁신 본격화",네이트,MS,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_OVERSEAS_PLATFORM_AI,overseas,comp_overseas_platform_ai,comp_overseas_platform_ai:한화생명 전 직원에 m365 코파일럿 도입 ai 업무혁신 본격화,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,114.5,general
2470,"구글, 스마트폰 픽셀11 공개…제미나이 '답변' 넘어 작업까지 맡긴다",서울이코노미뉴스,구글,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_OVERSEAS_REGULATION_DATA,overseas,comp_overseas_regulation_data,comp_overseas_regulation_data:구글 스마트폰 픽셀11 공개 제미나이 답변 넘어 작업까지 맡긴다,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,113.0,general
264,"카카오엔터, 삼양씨앤씨-인타임-필연매니지먼트 3사 합병…웹 콘텐츠 자회사 통합",CEO스코어데일리,카카오픽코마,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,STRATEGIC_REFERENCE,,,other,self_strategic_reference,global_incident:leadership_service:kakao:leadership_service,5,4,5,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",,,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,112.8,direct_self_risk
3241,중국 97% 휴머노이드에 미 외국산 로봇 규제 겹쳤다,tokenpost.kr,중국 AI,경쟁사_해외이슈,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,,GOV_AI_CORE_POLICY,COMP_GENERAL_LOW_RELEVANCE,other,government_ai_core_policy,government_ai_core_policy:중국 97 휴머노이드에 미 외국산 로봇 규제 겹쳤다,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,112.5,general
139,“직원 70% 없어도 잘만 돌아가네” 카카오 파업이 남긴 것들,v.daum.net,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,111.8,direct_self_risk
130,"""직원 70% 없어도 잘만 돌아가네"" 카카오 파업이 남긴 것들",네이트,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,111.8,direct_self_risk
46,“직원 70% 없어도 잘만 돌아가네” 카카오 파업이 남긴 것들,중앙일보,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,111.8,direct_self_risk
129,“직원 70% 없어도 돌아가네”카카오 파업 씁쓸한 뒷맛,PressReader,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,111.8,direct_self_risk
243,"카카오뱅크 노조, 임금협상 결렬로 준법투쟁 돌입",Traders Union,카카오뱅크,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_labor,카카오 노조 임단협/파업 및 내부 갈등,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,111.8,direct_self_risk
3044,이제 포장도 '수출 스펙' ? EU '포장규제' 시행에 수출 기업 '비상',네이트,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:이제 포장도 수출 스펙 eu 포장규제 시행에 수출 기업 비상,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,111.5,general
3041,종이로 바꾸고 복합포장 줄이고⋯ EU 포장 규제에 바빠진 기업들,브릿지경제,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:종이로 바꾸고 복합포장 줄이고 eu 포장 규제에 바빠진 기업들,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,111.5,general
3144,"포드, 중국서 생산하던 링컨 일부 미국으로 이전…관세·中 기술 규제 대응",아주경제,트럼프 행정부,경쟁사_해외이슈,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,other,government_general_low_relevance,government_general_low_relevance:포드 중국서 생산하던 링컨 일부 미국으로 이전 관세 기술 규제 대응,4,2,1,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,Y,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,111.5,general
3155,"""포드, 중국서 생산하던 링컨 일부 미국으로 이전…관세·中 기술 규제 대응""",네이트,트럼프 행정부,경쟁사_해외이슈,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,other,government_general_low_relevance,government_general_low_relevance:포드 중국서 생산하던 링컨 일부 미국으로 이전 관세 기술 규제 대응,4,2,1,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,Y,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,111.5,general
2483,"구글, 픽셀11 시리즈 공개…""제미나이로 스마트폰 확 바꾼다""",지디넷코리아,구글,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_OVERSEAS_PLATFORM_AI,overseas,comp_overseas_platform_ai,comp_overseas_platform_ai:구글 픽셀11 시리즈 공개 제미나이로 스마트폰 확 바꾼다,4,3,4,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,111.0,general
2554,1m 단위 정밀 추적...구글 분실물 트래커 '픽셀 태그' 공개,지디넷코리아,구글,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:1m 단위 정밀 추적 구글 분실물 트래커 픽셀 태그 공개,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,111.0,general
2953,"애플 美 텍사스서 맥 미니 생산 라인 공개, 제조학교 개교 : 국제",재경일보,애플,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:애플 텍사스서 맥 미니 생산 라인 공개 제조학교 개교 국제,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,111.0,general
3037,EU 항공 탄소배출권 역외 노선 2029년 확대,글로벌이코노믹,EU 규제,경쟁사_해외이슈,경쟁사_해외이슈,OFF_TOPIC,,,COMP_GENERAL_LOW_RELEVANCE,other,off_topic,off_topic:eu 항공 탄소배출권 역외 노선 2029년 확대,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,111.0,general
2979,"키키, '팝 오프 팝 오프·캔핑폰' 무대 첫 공개...애플뮤직 인기 앨범 1위 상승세",싱글리스트,애플,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:키키 팝 오프 팝 오프 캔핑폰 무대 첫 공개 애플뮤직 인기 앨범 1위 상승세,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,111.0,general
2941,"아이폰은 2027년 출시 20주년을 맞아 곡면 유리 디자인, 숨겨진 얼굴 인식 기능, 압력 감지 버튼을 특징으로 할 예정입니다.",vietnam.vn,애플,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:아이폰은 2027년 출시 20주년을 맞아 곡면 유리 디자인 숨겨진 얼굴 인식 기능 압력 감지 버튼을 특징으로,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,111.0,general
141,"신한운용, 최혜령 전 카카오CFO 영입…디지털자산 신사업 ‘실행모드’",ppss.kr,카카오,자사_및_계열사_이슈,자사_및_계열사_이슈,SELF_DIRECT_RISK,DIRECT_RISK,,,other,self_direct_risk,global_incident:leadership_service:kakao:executive_change,5,5,5,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,,,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,109.8,direct_self_risk
2556,"구글, ‘픽셀 워치 5·픽셀 태그·픽셀 버즈’ 공개…픽셀 스마트 생태계 완성",디지털데일리,구글,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_GENERAL_LOW_RELEVANCE,overseas,competitor_general_low_relevance,competitor_general_low_relevance:구글 픽셀 워치 5 픽셀 태그 픽셀 버즈 공개 픽셀 스마트 생태계 완성,4,2,2,카카오 대외협력 관점 간접 참고,,카카오 대외협력 관점 간접 참고,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,108.0,general
568,"공정위, 배달·오픈마켓·숙박 플랫폼 실태조사…“수수료 집중 점검”",마이데일리,공정거래위원회,정부_국회,정부_국회,GOV_PLATFORM_REGULATION,,GOV_REGULATORY_ENFORCEMENT,,other,government_regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:delivery_app_fee_policy,4,5,4,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,,,로컬 보조 라벨,local_low_confidence,107.6,general
1723,"과기정통부, '대한민국 AI 윤리원칙' 의견수렴…8월 제정",네이트,AI기본법,정부_국회,정부_국회,GOV_AI_DIGITAL_POLICY,,GOV_AI_CORE_POLICY,,other,government_ai_core_policy,government_ai_core_policy:과기정통부 대한민국 ai 윤리원칙 의견수렴 8월 제정,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,,로컬 보조 라벨,local_low_confidence,107.6,general
266,"과기정통부, AI 윤리원칙 대토론회…8월 제정 앞두고 의견수렴",뉴스후플러스,과학기술정보통신부,정부_국회,정부_국회,GOV_AI_DIGITAL_POLICY,,GOV_AI_CORE_POLICY,,other,government_ai_core_policy,government_ai_core_policy:과기정통부 ai 윤리원칙 대토론회 8월 제정 앞두고 의견수렴,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,,로컬 보조 라벨,local_low_confidence,107.6,general
282,"과기정통부, '대한민국 AI 윤리원칙' 의견수렴…8월 제정",디지털투데이,과학기술정보통신부,정부_국회,정부_국회,GOV_AI_DIGITAL_POLICY,,GOV_AI_CORE_POLICY,,other,government_ai_core_policy,government_ai_core_policy:과기정통부 대한민국 ai 윤리원칙 의견수렴 8월 제정,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,,로컬 보조 라벨,local_low_confidence,107.6,general
