issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude,v26_max_todayness,v26_article_forms,v26_event_key,v26_2_roundup,v26_2_gov_ok,v26_2_gov_reason,v26_2_market_stock,v26_2_industry_structural,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score
I014,comp_domestic_strategy:kt 국산 양자암호 장비로 보안 주권 강화,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2358,2358,"KT, 국산 양자암호 장비로 보안 주권 강화",전자신문,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I015,comp_domestic_strategy:skt kt 퀀텀코리아서 양자보안 기술력 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2278,2278,"SKT·KT, 퀀텀코리아서 양자보안 기술력 공개 - 머니투데이",머니투데이,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I016,comp_domestic_strategy:skt 퀀텀코리아 2026 참가 6g 드론 cctv용 보안칩 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2335,2335,"SKT, '퀀텀코리아 2026' 참가…6G 드론·CCTV용 보안칩 공개",뉴시스,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I017,comp_domestic_strategy:통신3사 7월 맞이 경영 전략 공개 skt는 정보보안 kt는 요금 혁신 lgu+는 esg,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2438,2438,"통신3사, 7월 맞이 경영 전략 공개…SKT는 정보보안, KT는 요금 혁신, LGU+는 ESG",팝콘뉴스,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,direct_risk,event:LGU++SKT:phishing_security+policy_legislation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I018,comp_domestic_strategy:꿈의 보안 양자암호통신 skt kt 퀀텀 코리아서 기술력 맞불,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2271,2271,"‘꿈의 보안’ 양자암호통신…SKT·KT, ‘퀀텀 코리아’서 기술력 맞불",아시아투데이,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I019,comp_domestic_strategy:퀀텀코리아 2026 5년 뒤 양자 위협 선제 방어 kt skt 차세대 양자 보안 주도권 경쟁,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2253,2253,"[퀀텀코리아 2026] ‘5년 뒤 양자 위협’ 선제 방어…KT·SKT, 차세대 양자 보안 ‘주도권 경쟁’",대한경제,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I020,comp_domestic_strategy:skt kt 퀀텀코리아 2026 참가 양자 보안 기술 대거 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2267,2267,"SKT·KT, 퀀텀코리아 2026 참가…양자 보안 기술 대거 공개",파이낸셜투데이,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I021,comp_domestic_strategy:kt 4년 연속 퀀텀코리아 출격 유 무선 양자 보안 기술 독자 기량 뽐낸다,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2347,2347,"KT, 4년 연속 ‘퀀텀코리아’ 출격… 유·무선 양자 보안 기술 ‘독자 기량’ 뽐낸다",매일산업뉴스,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I022,comp_domestic_strategy:양자컴퓨터 시대 온다 skt kt 양자보안 상용화 경쟁,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2273,2273,"양자컴퓨터 시대 온다…SKT·KT, 양자보안 상용화 경쟁",뉴스토마토,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I023,comp_domestic_strategy:skt 퀀텀코리아 2026 참가 차세대 양자암호 보안 기술 솔루션 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2339,2339,"SKT,'퀀텀코리아 2026' 참가…차세대 양자암호 보안 기술·솔루션 공개",스페셜경제,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I024,comp_domestic_strategy:skt kt 퀀텀코리아 출격 차세대 양자보안 선봬,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2285,2285,"SKT·KT, 퀀텀코리아 출격…차세대 양자보안 선봬",아주경제,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I025,comp_domestic_strategy:kt 양자암호로 완전 보안 구현 신사업 경쟁력 강화,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2391,2391,"KT, 양자암호로 ‘완전 보안’ 구현…신사업 경쟁력 강화",파이낸스투데이,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I026,comp_domestic_strategy:kt 양자암호통신 시장 선점 속도 전 구간 보안 체계 구축,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2389,2389,"KT, 양자암호통신 시장 선점 속도…전 구간 보안 체계 구축",산경투데이,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I027,comp_domestic_strategy:skt 퀀텀코리아서 양자보안 혁신 공개 고객 서비스 경쟁력도 입증,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2336,2336,"SKT, 퀀텀코리아서 양자보안 혁신 공개…고객 서비스 경쟁력도 입증",포인트경제,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:SKT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I028,comp_domestic_strategy:kt qkd pqc 장점만 모았다 하이브리드 양자보안 시동,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2377,2377,"KT, QKD·PQC 장점만 모았다…'하이브리드 양자보안' 시동",블로터,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I029,comp_domestic_strategy:kt 양자 보안 시장 선점 국산 기술로 선제 대응,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2356,2356,"KT, 양자 보안 시장 선점…""국산 기술로 선제 대응""",비즈워치,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I030,comp_domestic_strategy:kt qkd pqc 결합 양자보안 상용화 국내 기업에 기술 이전 주도,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2366,2366,KT “QKD·PQC 결합 양자보안 상용화... 국내 기업에 기술 이전 주도”,보안뉴스,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I031,comp_domestic_strategy:kt 양자보안 사업 본격화 qkd pqc 투트랙 강화,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,2387,2387,"KT, 양자보안 사업 본격화…QKD·PQC 투트랙 강화",딜사이트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:KT:phishing_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I032,comp_domestic_strategy:ktr 한 중 일 시험인증 협력 확대 수출기업 인증 지원 네트워크 구축,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,597.5,4,4,5,1,3802,3802,"KTR, 한·중·일 시험인증 협력 확대…수출기업 인증 지원 네트워크 구축",데일리안,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=False",2
I033,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,591.0,4,4,5,2,2084,"2084,2172","노타, 네이버클라우드 마켓플레이스 입점…AI 영상관제 솔루션 NVA 판매 확대 | [기업탐방] 파마리서치, “화장품은 이미 미국 매출 비중이 빠르게 증가하고 있으며 세포라 입점과 아마존, 틱톡을 비롯한 다양한 온라인 채널 확대가 진행”",더테크 | 네이버 프리미엄콘텐츠,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,"business_change,general",global_incident:platform_regulation:naver:platform_content_moderation_obligation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I034,comp_domestic_ai_platform:구글 맹추격에도 격차 벌린 네이버 ai 검색 전면 배치 통했다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,mixed,589.5,4,4,5,1,2037,2037,"구글 맹추격에도 격차 벌린 네이버…'AI 검색' 전면 배치 ""통했다""",한국경제,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,business_change,event:구글+네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I035,comp_domestic_ai_platform:네이버 다음 ai 검색 고도화 요약 대화형 검색으로 포털 경쟁 대응,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,589.5,4,4,5,1,2020,2020,"네이버·다음, AI 검색 고도화… 요약·대화형 검색으로 포털 경쟁 대응",글로벌이코노믹,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,business_change,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I036,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,589.5,4,4,5,1,2148,2148,"네이버, 광고·커머스 성장 지속…AI 투자 확대로 단기 수익성 부담",ksdaily.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,business_change,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I037,comp_domestic_ai_platform:인더스트리 마케팅 레이더 네이버 다음 ai 검색 격돌 커머스 콘텐츠 전환 경쟁 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,589.5,4,4,5,1,2049,2049,"[인더스트리 마케팅 레이더] 네이버·다음 AI 검색 격돌, 커머스·콘텐츠 전환 경쟁 본격화",산업종합저널,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,business_change,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I038,global_incident:leadership_service:coupang:leadership_service,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,OFF_TOPIC,COMP_DOMESTIC_DIRECT_RISK,domestic,576.0,4,5,4,1,1623,1623,"美 무역대표부, 쿠팡 규제 저격해 한국 대상 ‘301조 조사’ 전격 착수",글로벌이코노믹,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,False,False,24.0,official_action,global_incident:leadership_service:coupang:leadership_service,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
