kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
backup,16,I021,경쟁사_해외이슈,4,1927,1995,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,615.0,"S2W, ‘사이버보안 특파모’ 네이버클라우드 컨소시엄 합류 - 조선비즈 | S2W, ‘사이버보안 특파모’ 네이버클라우드 컨소시엄 합류 - 조선비즈"
backup,17,I022,경쟁사_해외이슈,4,3408,,로컬 보조 라벨,comp_domestic_strategy:협력자가 경쟁자로 kt 티오더 갈등 커지는 이유 뉴스,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,612.75,협력자가 경쟁자로.. KT·티오더 갈등 커지는 이유 > 뉴스
backup,18,I023,경쟁사_해외이슈,4,2152,,로컬 보조 라벨,comp_domestic_strategy:lgu+ ibc 2026서 홈미디어 신제품 공개 글로벌 진출 모색,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,603.5,"LGU+, IBC 2026서 홈미디어 신제품 공개…""글로벌 진출 모색"""
backup,19,I024,경쟁사_해외이슈,4,3361,,로컬 보조 라벨,comp_domestic_strategy:lg유플러스 해외 전시서 첫 신제품 공개 글로벌 홈미디어 시장 공략,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,603.5,"LG유플러스, 해외 전시서 첫 신제품 공개…글로벌 홈미디어 시장 공략"
backup,20,I025,경쟁사_해외이슈,4,3362,,로컬 보조 라벨,comp_domestic_strategy:lg유플러스 초소형 iptv 셋톱박스 첫 공개 글로벌 시장 공략,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,603.5,"LG유플러스, ‘초소형 IPTV 셋톱박스’ 첫 공개…글로벌 시장 공략"
backup,21,I026,경쟁사_해외이슈,4,3391,,로컬 보조 라벨,comp_domestic_strategy:lg유플러스 ibc 2026서 홈미디어 신제품 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,603.5,"LG유플러스, IBC 2026서 홈미디어 신제품 공개"
backup,22,I027,경쟁사_해외이슈,4,1879,"1924,1912,1934,282",로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,595.5,"네이버·두나무 결합, 지주사 전환 때 법률 위반 소지 : 입법조사처 ""공정거래법과 가상자산입법 지분 규정 충돌할 수도"" | 네이버 웨일·호랑에듀, 공교육 AI·디지털 교육 협력… 현장 적용 모델 발굴 | 네이버페이, 시대인재 전국 11곳에 결제 인프라 적용"
backup,23,I028,경쟁사_해외이슈,4,2136,2116,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kt:platform_regulation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,591.0,"KT·LGU+ 침해사고 은폐방지법 발의…""증거 폐기 시 매출 3% 과징금"" | 박민규, KT·LGU+ 개인정보 침해사고 '은폐방지법' 발의"
backup,24,I029,경쟁사_해외이슈,4,2002,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_finance_commerce:네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,589.5,"네이버페이·시대인재, ‘DX 동맹’…“얼굴로 출석하고 간편결제로 학원비 낸다”"
backup,25,I030,경쟁사_해외이슈,4,2029,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,금융권 AI 도입 가이드라인/모범사례,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,589.5,"SKT·KT, 콜센터에 AI 도입 효과 '톡톡' … 상담 품질·업무 효율 동시에 개선"
backup,26,I032,경쟁사_해외이슈,4,1983,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,573.5,"한국투자증권, ELW 268종목 신규 상장…기초자산은 '삼전닉스·네이버'"
backup,27,I033,경쟁사_해외이슈,4,1483,"1856,1966,1855,1455,769,695,698",v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:mna_capital:naver:dunamu_upbit_capital,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,551.0,"입법조사처 ""네이버·두나무 결합, 지주사 전환시 지분규제 상충될 수도"" | 네이버·두나무 결합, 지주사 전환 땐 지분규제 상충 가능성 | 네이버·두나무 결합 구조에 ‘지분 규제’ 변수…입법조사처 분석 : 기업·산업"
backup,28,I037,정부_국회,5,296,"2735,2727,2523",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,comp_overseas_regulation_data,COMPETITOR_PLATFORM_RISK,481.0,"'민원인 개인정보 유출' 막는다…방미통위, 미등록 PC 조회 차단 시행 | ""AI 시대 '사전 동의'는 유명무실""…개인정보 규제 패러다임 수술대 | 채용 플랫폼 레쥬메나인 개인정보 유출... 원인은 ‘서버 권한 검증 누락’"
backup,29,I039,경쟁사_해외이슈,4,360,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,comp_domestic_strategy:lg유플러스 하반기 선호번호 1만개 공개 추첨 지난해 경쟁률 8 5대 1,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,479.0,"LG유플러스, 하반기 '선호번호' 1만개 공개 추첨... 지난해 경쟁률 8.5대 1"
backup,30,I040,경쟁사_해외이슈,4,554,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:mna_capital:skt:mna_capital,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,474.5,"라포랩스, SK스토아 인수 재도전…자금조달 그대로, SKT 지분 남긴다"
